"","Word","Strength"
"73","id",0.0239654497611184
"74","mg",0.0169819570236137
"75","nt",0.0307708682168181
"76","bk",-0.0462414449332459
"77","qe",-0.065747378457077
"78","bn",-0.0165701999196525
"79","mw",0.0393303964863151
"80","iq",0.0226214416780695
"81","yr",-0.0205328834282334
"82","c",0.0346864194353318
"83","fr",-0.0159331174844708
"84","eu",-0.00558694115459344
"85","sq",0.0348044520618216
"86","gs",-0.0210905996601161
"87","lk",0.0641954644323565
"88","gd",0.0707661094060515
"89","ng",0.00458678880827992
"90","v",0.0126594956451397
"91","os",0.00550585699651846
"92","rt",-0.0132455954490667
"93","fb",0.00384722008788566
"94","ls",0.0344703389955741
"95","wl",0.0518294554917269
"96","bt",0.0590237923812846
"97","ya",-0.0258175287685937
"98","nw",0.0530477080342866
"99","yo",-0.000850048303490212
"100","mu",-0.0333408420809322
"101","h",-0.0172889321848993
"102","rh",0.0498755673823603
"103","ab",-0.0314316485980616
"104","li",0.0370792048790038
"105","mi",0.0363161734141573
"106","oo",0.0108346940633796
"107","l",-0.00820988108378182
"108","xd",-0.0433613805748725
"109","sh",-0.00157752157136915
"110","ra",0.017601401041165
"111","em",0.0225279648458759
"112","ms",0.00965427582347346
"113","rr",-0.0103619715266853
"114","cc",0.0475137191547316
"115","lt",0.021949556724405
"116","jd",0.0557182436932498
"117","fc",0.0660395850564448
"118","et",0.00957544481371332
"119","tv",-0.0263320647013842
"120","co",0.00219014654811703
"121","pb",0.028103242206958
"122","g",0.025280180322613
"123","jv",0.0518294554917269
"124","cr",0.00856305161965368
"125","de",0.0074605336169306
"126","ws",0.00538420914520218
"127","ou",0.0410198142501949
"128","ee",0.0416446238010723
"129","mj",0.0312377969068565
"130","sd",0
"131","se",0.0326056919798298
"132","js",0.042954586020234
"133","dd",0.050761823673698
"134","un",-0.0117356215024036
"135","mf",0.0245095052582848
"136","dy",0.0564919454541478
"137","mc",0.0389933262141742
"138","ex",0.0302652388877063
"139","ly",0.00613148178932712
"140","gt",0.0501206742311869
"141","da",0.0126651898597843
"142","fk",0.0144363943608565
"143","ep",0.0379302211346063
"144","ba",-0.03363540675857
"145","jj",0.0405026485087992
"146","mo",0.01356703995433
"147","wh",-0.027759608296674
"148","op",0.0143420202313157
"149","si",-0.00856305161965368
"150","en",0.0204347432271108
"151","ts",0.0352077199781517
"152","bu",0.0221407952555771
"153","dt",-0.0171302832455839
"154","cd",-0.00483040231667485
"155","hs",0.0221407952555771
"156","tx",0.0305837646563167
"157","sv",-0.018753563450984
"158","mb",0.0321202323966432
"159","lv",-0.0103619715266853
"160","sm",0.0367526569449252
"161","md",0.0531112014230543
"162","jp",-0.00498517447371045
"163","ge",-0.0159191605741774
"164","iv",-0.00695227912369305
"165","bw",0.00413105280388931
"166","fd",0.0159331174844708
"167","vr",0.057472819612946
"168","xs",0.029465108431493
"169","ez",-0.0192009137006099
"170","xi",-0.0192463096212055
"171","lp",0.0472978790464099
"172","aw",0.0228736885644948
"173","gm",0.00947009383228161
"174","oi",-0.0180036988148967
"175","jk",0.0026550111583308
"176","pc",0.0261434503468659
"177","ir",-0.0103755411001845
"178","sl",0.00838227097119279
"179","tl",-0.0261434503468659
"180","gu",-0.0491459534032029
"181","ap",-0.0148845492922621
"182","vp",0.0274765661971713
"183","fl",-0.00743655480780846
"184","uh",-0.0567238407587293
"185","le",-0.00858884680309319
"186","tp",-0.0393398501038978
"187","om",0.0222363001295853
"188","ax",0.017601401041165
"189","tm",-0.0318730430049883
"190","ow",0.0272119149962719
"191","ek",0.0699902107094022
"192","tc",-0.0138785820445968
"193","ta",-0.0629897460357632
"194","fa",-0.00856305161965368
"195","sa",0.0419381078654412
"196","fu",0.016473683333447
"197","og",0.0274819112339257
"198","cn",0.0713028849485281
"199","ad",0.0149700085169893
"200","ip",0.0221861712283305
"201","ps",0.0113365081866404
"202","io",0.0170698531081469
"203","ne",0.0450939186189535
"204","ev",0.0258401258746931
"205","ey",0.0193363425735562
"206","ld",0.0248848503298609
"207","nm",0.0318730430049883
"208","rx",0.0588876895083824
"209","db",0
"210","pf",0
"211","hl",0.0314304577152243
"212","od",0.0158980422693062
"213","ks",0
"214","ce",0.0459131378813012
"215","ys",-0.00483040231667485
"216","bl",0.04179244134768
"217","ut",0.00479192764268716
"218","su",0.0294540650333953
"219","te",-0.00856305161965368
"220","wn",0.0285635286777003
"221","ro",-0.00584060683956043
"222","il",0.0314316485980616
"223","hc",0.0454752719648626
"224","ib",0.00743655480780846
"225","rw",0
"226","pj",0.049765128903628
"227","hk",-0.00357484076266369
"228","na",0.0362812410717606
"229","xx",-0.00277602447790989
"230","sg",0.00584060683956043
"231","z",0.0142670546773689
"232","hd",-0.0220988443435084
"233","ho",-0.00704929491003204
"234","px",0.0551728986632594
"235","zs",0.029465108431493
"236","ml",0.0390788072647679
"237","ft",-0.00627256774812556
"238","pk",0
"239","va",0.0740852111412828
"240","bp",0.0389117337308026
"241","sb",0.0314304577152243
"242","um",0.0320578661698176
"243","dp",0.0665571669322574
"244","qt",0.0361825176635364
"245","nr",0.0442515848904056
"246","ny",0.017732328326434
"247","wo",-0.0130000043067742
"248","pg",-0.0132455954490667
"249","ac",0.0686688899703815
"250","cs",0.0430344695639822
"251","ol",-0.00732696137294704
"252","bz",0.00864561716541595
"253","np",-0.0228736885644948
"254","ye",-0.00627256774812556
"255","fn",-0.0363161734141573
"256","nk",0.0108346940633796
"257","ds",-0.00925670793263571
"258","cb",0.0364105885003112
"259","eg",-0.029465108431493
"260","oz",0
"261","ns",0.0221407952555771
"262","fy",0.00922060839514601
"263","ix",0.017601401041165
"264","xt",0.0288134549073457
"265","tg",0.0495239160796286
"266","ss",-0.0138345218470668
"267","vz",0.0551728986632594
"268","jc",0
"269","kr",-0.0228736885644948
"270","gr",0.057472819612946
"271","ie",0.00746018882378538
"272","qd",0.0305837646563167
"273","hm",0.0159331174844708
"274","dm",-0.02444127954252
"275","eo",0.0314304577152243
"276","ch",0.00498517447371045
"277","gg",-0.0364105885003112
"278","gb",0.0590237923812846
"279","pp",0.0184408238660408
"280","ht",0.0370792048790038
"281","nq",-0.0390788072647679
"282","ew",0
"283","rp",0.049765128903628
"284","ag",-0.0174450437761594
"285","wd",-0.029465108431493
"286","rj",0.00864561716541595
"287","qa",0.029465108431493
"288","au",0.0228736885644948
"289","yu",-0.0103619715266853
"290","sr",0
"291","gj",0
"292","dc",0.0132455954490667
"293","rm",0.0441282191731535
"294","gn",0.0130000043067742
"295","nj",0.0367526569449252
"296","ww",0
"297","ct",-0.00483040231667485
"298","br",0.0130000043067742
"299","bv",-0.0415746594069595
"300","dn",0
"301","sc",0.0483700706454477
"302","ai",0.00931715889115459
"303","ry",-0.0288134549073457
"304","tf",-0.00218644122462308
"305","wc",0.017601401041165
"306","jt",0.0158980422693062
"307","pd",0.0430344695639822
"308","tu",-0.0256602849830188
"309","mn",0
"310","la",-0.0025447382251252
"311","wb",0.063069655881337
"312","ot",0.0187360520510651
"313","dl",0.0442515848904056
"314","cv",0.0327067296434723
"315","fs",0.0562336444465973
"316","sw",-0.0274819112339257
"317","py",0.0103619715266853
"318","fi",-0.00743655480780846
"319","cm",0.0379302211346063
"320","vu",-0.02444127954252
"321","bi",-0.00584060683956043
"322","oj",0.0654120103239064
"323","lg",-0.00528477078643465
"324","nc",0.017601401041165
"325","ec",-0.0228736885644948
"326","rk",-0.018753563450984
"327","tt",0.0665571669322574
"328","mk",0.0305837646563167
"329","pz",0.017601401041165
"330","az",0.017601401041165
"331","ck",0.0104245775244798
"332","vc",-0.0108346940633796
"333","vb",0.049765128903628
"334","du",0.0530477080342866
"335","ka",0.0405026485087992
"336","pa",-0.0372561856376351
"337","kg",0.0665571669322574
"338","cl",0
"339","zm",-0.0379302211346063
"340","ff",0.017601401041165
"341","ri",0.018753563450984
"342","kk",0
"343","wu",-0.0379302211346063
"344","mp",0.0138785820445968
"345","lb",0
"346","el",-0.00797127091074902
"347","ue",0.0228736885644948
"348","sk",0.00743655480780846
"349","cy",0.029465108431493
"350","nb",0
"351","ak",0.0491459534032029
"352","hf",-0.068618211891072
"353","tn",0.018753563450984
"354","qs",0.0103619715266853
"355","qr",-0.017601401041165
"356","xp",0.0277312682987265
"357","rg",0.0551728986632594
"358","cf",0.0665571669322574
"359","fe",-0.0261434503468659
"360","ig",-0.0274819112339257
"361","wt",-0.00483040231667485
"362","dj",-0.0361825176635364
"363","ti",0
"364","gh",0.0588876895083824
"365","sn",0.029465108431493
"366","ku",-0.029465108431493
"367","nh",0.0314304577152243
"368","hv",0.0130000043067742
"369","wi",-0.04179244134768
"370","ui",0.029465108431493
"371","hp",0
"372","tw",0.0103619715266853
"373","ln",0.0590237923812846
"374","bm",0
"375","fx",-0.0256602849830188
"376","uy",0
"377","bf",-0.0459839375521053
"378","yy",0.049765128903628
"379","uo",0
"380","ci",0.017601401041165
"381","mt",-0.00743655480780846
"382","ky",-0.0305837646563167
"383","bj",0.017601401041165
"384","jr",-0.0256602849830188
"385","av",0.0590237923812846
"386","vw",-0.0174450437761594
"387","jb",-0.0530477080342866
"388","ga",-0.0379302211346063
"389","po",-0.0344703389955741
"390","hu",-0.0195002715834885
"391","gi",0
"392","rl",0.029465108431493
"393","kl",0.0130000043067742
"394","ul",0
"395","sf",-0.0256602849830188
"396","cz",-0.0442515848904056
"397","gc",-0.0530477080342866
"398","tr",-0.0130000043067742
"399","fm",0.017601401041165
"400","pi",-0.017601401041165
"401","rf",-0.029465108431493
"402","hq",-0.0307092444098143
"403","kn",0.049765128903628
"404","bh",0
"405","nu",0.0415746594069595
"406","qb",-0.017601401041165
"407","cw",-0.0551728986632594
"408","aa",-0.0228736885644948
"409","za",-0.0277312682987265
"410","ko",-0.0641954644323565
"411","ua",-0.017601401041165
"412","hw",-0.0684479540581267
"413","vx",-0.0654120103239064
"414","aaaaaaand",0.017601401041165
"415","aaaaand",0
"416","aaaand",-0.0619215312329223
"417","aacr",0.0361825176635364
"418","aaii",0.049765128903628
"419","aaoi",-0.018753563450984
"420","aapl",-0.0168266892764305
"421","aaple",-0.0640629745212681
"422","abandon",-0.0714467363933395
"423","abandoned",-0.0288134549073457
"424","abandoning",-0.0130000043067742
"425","abate",0.0551728986632594
"426","abbreviated",0.0590237923812846
"427","abbv",0
"428","abbvie",0.0619215312329223
"429","abc",-0.0100816128935678
"430","abcd",0
"431","abd",0.0103619715266853
"432","abelian",-0.0277312682987265
"433","abeo",0.0228736885644948
"434","abeona",-0.029465108431493
"435","abercrombie",-0.0590237923812846
"436","ability",0
"437","abio",0.039334125155148
"438","abit",0.0665571669322574
"439","able",0.0273177820443231
"440","abnormal",0.0551728986632594
"441","aboard",0.0296559573803232
"442","abort",-0.0619215312329223
"443","abound",-0.029465108431493
"444","abroad",0.017601401041165
"445","abs",-0.029465108431493
"446","absence",0.0159331174844708
"447","absent",0.0305837646563167
"448","absolute",-0.0127312976212137
"449","absolutely",0.00164731142943433
"450","absorb",0.0314304577152243
"451","absorbed",0.0367526569449252
"452","absurd",-0.0210402409195935
"453","absurdly",0.0551728986632594
"454","abt",0.0351468186817403
"455","abu",-0.0397678685550691
"456","abundance",0.029465108431493
"457","abuse",-0.00864561716541595
"458","abused",0
"459","abusing",-0.0654120103239064
"460","abusive",0.0641954644323565
"461","abx",0.0130000043067742
"462","abysmal",-0.0619215312329223
"463","abyss",-0.0773146187764428
"464","academic",0.0654120103239064
"465","acasti",0.0654120103239064
"466","acat",0.049765128903628
"467","acb",0.0420233702427003
"468","acc",0.039334125155148
"469","accelerant",-0.0367526569449252
"470","accelerate",0.00762909770393122
"471","accelerated",-0.0332195974249058
"472","accelerates",-0.0379302211346063
"473","accelerating",-0.00797127091074902
"474","acceleration",0.0195002715834885
"475","accept",-0.0116845892815127
"476","acceptable",0.0274819112339257
"477","acceptance",0.0220285664348134
"478","accepted",0.0314316485980616
"479","accepting",0.00864561716541595
"480","accepts",0.0551728986632594
"481","access",0.0327888837766375
"482","accessible",0.0641954644323565
"483","accessories",0.0379302211346063
"484","accident",-0.00528477078643465
"485","accidentally",-0.0184408238660408
"486","accidents",-0.0442515848904056
"487","accommodate",0.049765128903628
"488","accompanying",0.049765128903628
"489","accomplish",0.049765128903628
"490","accomplished",-0.0254620941709879
"491","accomplishments",-0.0367526569449252
"492","accordance",0.0130000043067742
"493","according",0.00978804470652479
"494","accordingly",-0.00204466083582169
"495","account",0.02069236810948
"496","accountable",-0.0397678685550691
"497","accountant",0
"498","accounted",-0.0361825176635364
"499","accounting",-0.0381621911079889
"500","accounts",0.00123062374617265
"501","accretive",0.0590237923812846
"502","acct",0.0369029322701539
"503","accts",0.0159331174844708
"504","accum",0.0675571347722898
"505","accumulate",0.0862395227721603
"506","accumulated",0.0677276242819954
"507","accumulating",0.0935707028539386
"508","accumulation",0.097984775088286
"509","accuracy",0.04179244134768
"510","accurate",0.0339504578797113
"511","accurately",0.0103619715266853
"512","accusations",-0.0551728986632594
"513","accused",-0.0491459534032029
"514","ace",0.0654120103239064
"515","acetylene",0.04179244134768
"516","acf",-0.0442515848904056
"517","achievable",0.00743655480780846
"518","achieve",0.0321073054963949
"519","achieved",0.0479805042207577
"520","achievement",0.029465108431493
"521","achieving",0.0274819112339257
"522","acid",-0.0123133042345788
"523","acids",0.017601401041165
"524","ack",0.0388500810118291
"525","ackman",-0.0665571669322574
"526","acknowledge",-0.0138785820445968
"527","acknowledged",0.029465108431493
"528","acn",-0.029465108431493
"529","acquire",0.0393268213959871
"530","acquired",0.0407517831720007
"531","acquiring",0.0499513622192499
"532","acquisition",0.0285082958244574
"533","acquisitions",0.023975213203899
"534","acreage",0.0195002715834885
"535","acres",0
"536","across",0.0276810488654314
"537","acrx",0.0588876895083824
"538","acst",0.0675571347722898
"539","act",-0.00959658612086529
"540","acted",-0.0144498459089501
"541","acting",-0.000938800619901442
"542","action",0.0336575875867273
"543","actionable",0.0220285664348134
"544","actions",0.00763411929000958
"545","actiq",-0.049765128903628
"546","activate",-0.0159331174844708
"547","activated",0.0441282191731535
"548","activating",0.049765128903628
"549","activation",0.0305837646563167
"550","active",0.0473446672105357
"551","actively",0.0197664152809011
"552","activision",0
"553","activist",0.00413105280388931
"554","activists",-0.029465108431493
"555","activities",0.00795915565002539
"556","activity",0.0305170439157047
"557","acts",-0.0148845492922621
"558","actual",-0.0145928957608365
"559","actually",0.000577501867041424
"560","acute",0.0461866467120102
"561","ada",0.0590237923812846
"562","adage",0.0103619715266853
"563","adam",-0.0100816128935678
"564","adamis",0.0442515848904056
"565","adapt",0.0103619715266853
"566","adaptir",0.0379302211346063
"567","adausd",-0.0277312682987265
"568","adcom",0.0350284744952856
"569","add",0.0786977450513229
"570","added",0.113914036146294
"571","addict",-0.0305837646563167
"572","addicted",-0.0305837646563167
"573","addiction",0
"574","addictive",0.0551728986632594
"575","addicts",-0.00483040231667485
"576","adding",0.0744124026239205
"577","addition",0.0348044520618216
"578","additional",0.0190995387095509
"579","additionally",0.0261434503468659
"580","additions",0.017601401041165
"581","additive",0.029465108431493
"582","additives",0.02444127954252
"583","address",0.038973832735116
"584","addressable",0.0256602849830188
"585","addressed",0
"586","addresses",0.0195002715834885
"587","addressing",0.0684479540581267
"588","adds",0.0480655313151727
"589","ade",0.0611364365285721
"590","adequate",0.0195002715834885
"591","adhd",0.017601401041165
"592","ading",0.0551728986632594
"593","adios",-0.0228736885644948
"594","adj",-0.029465108431493
"595","adjust",0.0351468186817403
"596","adjusted",0.0278971230925519
"597","adjusting",-0.0130000043067742
"598","adjustment",0.0493992670247136
"599","adjustments",0.0256602849830188
"600","adlai",0.029465108431493
"601","adma",0.0416446238010723
"602","admacd",-0.0442515848904056
"603","admin",-0.0581179913692318
"604","administration",0.024841459978611
"605","administrator",0.029465108431493
"606","admire",-0.0551728986632594
"607","admit",-0.019387633186582
"608","admits",0
"609","admitted",-0.0221407952555771
"610","admittedly",0.0130000043067742
"611","admitting",-0.0130000043067742
"612","admp",-0.0388500810118291
"613","adobe",0.0130000043067742
"614","adopt",0
"615","adopted",0.0367526569449252
"616","adopters",-0.0379302211346063
"617","adopting",0.049765128903628
"618","adoption",0.0374323395657622
"619","adorable",-0.0442515848904056
"620","adp",-0.0259441477726354
"621","adr",-0.0527995008543827
"622","adro",-0.0640629745212681
"623","adrs",-0.0361825176635364
"624","ads",0.0255371423587218
"625","adult",0.0500925247849334
"626","adults",0.064380257868686
"627","adv",0.049765128903628
"628","advance",0.0272694634229448
"629","advanced",0.0382767666436793
"630","advancement",0.0314304577152243
"631","advances",0.0641954644323565
"632","advancing",-0.0103619715266853
"633","advantage",0.0591875104559465
"634","advantages",0
"635","advaxis",0.0442515848904056
"636","adventure",0.017601401041165
"637","adverse",0.064380257868686
"638","adversity",0.00743655480780846
"639","advertise",0.0130000043067742
"640","advertisement",0.0103619715266853
"641","advertisers",0.0305837646563167
"642","advertising",0.00461402372197634
"643","advice",0.0137330787619622
"644","advise",-0.0109166079948567
"645","advised",-0.0144498459089501
"646","advising",-0.0361825176635364
"647","advisor",0
"648","advisors",0.0185022868605108
"649","advisory",0.0586055524456291
"650","advocate",0.0130000043067742
"651","adx",0.0397678685550691
"652","adxs",0.0685228896454001
"653","ady",0.0379302211346063
"654","aesthetic",0.049765128903628
"655","aetna",0.05257535857713
"656","aff",0.017601401041165
"657","affairs",-0.00584060683956043
"658","affect",-0.0455723160665381
"659","affected",0.0108346940633796
"660","affecting",-0.0256602849830188
"661","affects",0.0298555565941576
"662","affiliated",0.0130000043067742
"663","affiliations",-0.0277312682987265
"664","afford",0.0329834238973093
"665","affordability",0
"666","affordable",-0.00361693759863708
"667","afh",-0.029465108431493
"668","afloat",-0.0733277188088435
"669","afraid",-0.0185083387240753
"670","afrezza",0.0351468186817403
"671","africa",0.011547668886222
"672","african",-0.0130000043067742
"673","aft",-0.049765128903628
"674","afterall",-0.0130000043067742
"675","afterhours",0.00732696137294704
"676","aftermarket",-0.00528477078643465
"677","afternoon",0.0218647846053732
"678","afterward",-0.0327067296434723
"679","afterwards",0.0185022868605108
"680","againt",0.017601401041165
"681","age",0.0152613113167197
"682","agencies",0
"683","agency",0.0160561755582141
"684","agenda",0.0123683048424998
"685","agent",0.0148845492922621
"686","agents",-0.0228736885644948
"687","ages",0.0174450437761594
"688","aggregate",0
"689","aggregator",0.0415746594069595
"690","aggressive",0.016059789191639
"691","aggressively",0.021858617167896
"692","agi",0
"693","agile",0.0551774405312361
"694","agin",-0.049765128903628
"695","aging",0.0530477080342866
"696","agn",0.017601401041165
"697","ago",0.00398727792162768
"698","agree",-0.00428935752034898
"699","agreed",-0.0235640567724244
"700","agreeing",-0.0103619715266853
"701","agreement",0.0322246631221033
"702","agreements",0.0453824967910225
"703","agrees",-0.0298555565941576
"704","agricultural",-0.0506902785408085
"705","agriculture",0.0138785820445968
"706","agrx",0.0562336444465973
"707","aha",0.0256602849830188
"708","ahah",-0.0590237923812846
"709","ahahah",0
"710","ahahaha",-0.0617584424086405
"711","ahahahah",-0.0590237923812846
"712","ahahahaha",-0.0130000043067742
"713","ahead",0.0185838755843829
"714","ahh",-0.0320578661698176
"715","ahhh",0.00528477078643465
"716","ahhhh",0
"717","ahhhhh",0
"718","ahole",0.029465108431493
"719","aholes",0.029465108431493
"720","ahs",0.0174450437761594
"721","aid",-0.00756638259099058
"722","aids",-0.0710091519485051
"723","aim",0.0133234688152147
"724","aimed",0.00864561716541595
"725","aiming",-0.0123683048424998
"726","aimmune",0.0640629745212681
"727","aims",0.0379302211346063
"728","aimt",-0.017601401041165
"729","ain",0
"730","air",-0.0215292813374925
"731","airbus",-0.0367526569449252
"732","aircraft",0.0200671949655511
"733","airline",-0.00413105280388931
"734","airlines",-0.0222363001295853
"735","airplanes",0
"736","airpods",-0.0256602849830188
"737","airport",-0.0159331174844708
"738","airs",-0.0442515848904056
"739","aisle",-0.017601401041165
"740","ait",0
"741","ajovy",-0.0692534421381241
"742","aka",-0.00634734799188473
"743","akao",0.0130000043067742
"744","ake",-0.0228736885644948
"745","aker",0.0130000043067742
"746","akerna",0
"747","akers",-0.017601401041165
"748","akin",0.00864561716541595
"749","aking",-0.0379302211346063
"750","akkaraju",0.0602059991327962
"751","aks",-0.0305837646563167
"752","alabama",0.017601401041165
"753","alan",0.0442515848904056
"754","alarm",-0.0065370400174966
"755","alarming",-0.0619215312329223
"756","alarms",-0.0669155396185159
"757","alas",-0.0103619715266853
"758","alaska",0.063069655881337
"759","albeit",0.00483040231667485
"760","alcohol",0.0274765661971713
"761","alert",0.0361044965075816
"762","alerted",-0.00803291139089782
"763","alerting",0.0665571669322574
"764","alerts",0.0579910100383237
"765","alex",0.0298555565941576
"766","alexa",0.0065370400174966
"767","alf",-0.029465108431493
"768","algo",-0.00645921056340284
"769","algorithm",0.0416446238010723
"770","algorithmic",0.0130000043067742
"771","algorithms",-0.0343462956817335
"772","algos",-0.0358283501333316
"773","ali",0.0138785820445968
"774","alibaba",0.00226556523724161
"775","alice",0.0065370400174966
"776","alien",-0.0675571347722898
"777","aliens",0.017601401041165
"778","align",0.0110797463846335
"779","aligned",0.0675571347722898
"780","aligning",0
"781","alike",0.0285635286777003
"782","alipay",0.017601401041165
"783","alittle",0.0459839375521053
"784","alive",-0.00270959259933285
"785","allegations",0.00864561716541595
"786","alleged",0
"787","allegedly",-0.0379302211346063
"788","allergan",0.0256602849830188
"789","allergists",0.0415746594069595
"790","allergy",0
"791","alley",0.0130000043067742
"792","alliance",0.0174450437761594
"793","allies",-0.0459839375521053
"794","alligator",0.049765128903628
"795","alll",-0.057472819612946
"796","alllll",0.017601401041165
"797","allllll",-0.029465108431493
"798","allocated",0.0361825176635364
"799","allocation",-0.0363161734141573
"800","allot",0.0130000043067742
"801","allow",0.0320599416722338
"802","allowance",-0.0367526569449252
"803","allowed",-0.00281132842601175
"804","allowing",-0.00390059038782814
"805","allows",0.0204155602749198
"806","allready",-0.029465108431493
"807","alls",-0.00528477078643465
"808","allsure",-0.017601401041165
"809","allthe",0.049765128903628
"810","ally",0.015798882843175
"811","almighty",0.0130000043067742
"812","almost",0.0173779552337042
"813","alone",0.0276056525200707
"814","along",0.0163011195157291
"815","alongside",0.018753563450984
"816","alot",0.0148206193191378
"817","alpha",0.0296559573803232
"818","alphabet",-0.0200671949655511
"819","alphaeon",0.0654120103239064
"820","already",-0.00824693401103157
"821","alright",0.024110345333725
"822","alrightith",0.029465108431493
"823","als",0.0415746594069595
"824","also",0.0397350109888594
"825","alt",0.0376066876491698
"826","altaba",-0.029465108431493
"827","altcoins",0.00864561716541595
"828","alter",0.029465108431493
"829","altered",0.049765128903628
"830","alternative",0.0342366830112807
"831","alternatives",-0.025090096325023
"832","although",0.0358841749110293
"833","altitude",-0.017601401041165
"834","altman",-0.017601401041165
"835","alto",0.029465108431493
"836","altria",-0.0321202323966432
"837","alts",0.00922060839514601
"838","aluminum",-0.0660395850564448
"839","alway",0.018753563450984
"840","alwaya",0.0379302211346063
"841","always",-0.00586113318463523
"842","alxn",-0.029465108431493
"843","alzheimer",0
"844","amag",0.0611364365285721
"845","amarin",0.0668379921173307
"846","amateur",-0.0177411337144872
"847","amateurs",-0.0237344346933307
"848","amaze",-0.0174450437761594
"849","amazed",-0.00305738439216039
"850","amazes",-0.0314304577152243
"851","amazing",0.0189547533260198
"852","amazingly",0.00864561716541595
"853","amazon",0.0146686938212798
"854","ambassador",-0.049765128903628
"855","ambition",0.0228736885644948
"856","ambitious",0.0103619715266853
"857","ambulance",0.0590237923812846
"858","amc",0.02444127954252
"859","amd",0.00327421635920568
"860","ame",0.0228736885644948
"861","amen",-0.0159331174844708
"862","amended",-0.0103619715266853
"863","amendment",0.0256602849830188
"864","america",-0.00318676325452492
"865","american",-0.00332871209035234
"866","americans",-0.0255437537034179
"867","ameritrade",0.0026550111583308
"868","amex",0.0298555565941576
"869","amg",0.0103619715266853
"870","amgen",0
"871","amgn",0.0654120103239064
"872","amid",0.00385584098520565
"873","amidst",0.049765128903628
"874","amigos",0
"875","amino",0.017601401041165
"876","amirite",-0.0551728986632594
"877","aml",0.0274819112339257
"878","ammo",0.0170436264783866
"879","ammunition",0.0103619715266853
"880","ammy",0.029465108431493
"881","among",0.0317693496096676
"882","amongst",-0.0132183630507208
"883","amount",0.0300167723489513
"884","amounts",0.0152613113167197
"885","amp",0.0169471166399456
"886","ampersand",0.0130000043067742
"887","ample",-0.0228736885644948
"888","amplify",0.017601401041165
"889","amr",0.0459839375521053
"890","amrh",0.0740852111412828
"891","amrn",0.0335894106597037
"892","amrs",0.0459839375521053
"893","amt",-0.0130000043067742
"894","amusing",0.057472819612946
"895","amy",0.0590237923812846
"896","amyris",0.0551728986632594
"897","amzn",-0.0180232686048931
"898","ana",0.049765128903628
"899","anal",0
"900","analyses",-0.018753563450984
"901","analysis",-0.0265731967255883
"902","analyst",0.0261810607566582
"903","analysts",0.0257164342723801
"904","analytics",0.0397678685550691
"905","analyze",0.0483733737230702
"906","analyzed",-0.0228736885644948
"907","analyzing",0.0103619715266853
"908","anavex",0.0530477080342866
"909","ance",0
"910","anchor",-0.0551728986632594
"911","ancient",-0.029465108431493
"912","anderson",-0.049765128903628
"913","andrea",0
"914","andrew",0.0220285664348134
"915","android",-0.011547668886222
"916","andy",-0.00864561716541595
"917","anemic",0.0103619715266853
"918","anet",-0.0379302211346063
"919","anf",-0.018753563450984
"920","angel",0.0442515848904056
"921","angeles",-0.0363161734141573
"922","anger",0.0307092444098143
"923","angle",0.0332195974249058
"924","angles",0.0442515848904056
"925","angry",-0.0126654459906347
"926","animal",0.0044517247119952
"927","animals",-0.0110797463846335
"928","ankles",-0.0130000043067742
